Number of Teams,Recharge Rate,Game ID,Laser Damage,Special Damage,Map,Game Mode,Date,Player Count,Referee
2,High,26720,Normal,Normal,CTA-Joy,Normal,2021-03-28 02:56:00,8,aTreYu
2,High,26721,Normal,Normal,CTA-Joy,Normal,2021-03-28 03:21:00,6,aTreYu
2,High,26722,Normal,Normal,CTA-Joy,Normal,2021-03-28 20:42:00,4,Atomos
2,High,26723,Normal,Normal,CTA-Joy,Normal,2021-03-28 21:06:00,8,Atomos
2,High,26724,Normal,Normal,CTA-Joy,Normal,2021-03-28 21:30:00,8,nipmaster9000
,,26725,,,,,,,
2,High,26726,Normal,Normal,CTA-Joy,Normal,2021-03-28 21:56:00,10,nipmaster9000
2,High,26727,Normal,Normal,CTA-Joy,Normal,2021-03-28 22:19:00,12,risky
2,High,26728,Normal,Normal,CTA-Joy,Normal,2021-03-28 22:42:00,8,risky
2,High,26729,Normal,Normal,CTA-Joy,Normal,2021-03-28 23:08:00,8,aTreYu
2,High,26730,Normal,Normal,CTA-Joy,Normal,2021-03-28 23:32:00,8,aTreYu
2,High,26731,Normal,Normal,CTA-Joy,Normal,2021-03-29 21:37:00,6,Atomos
2,High,26732,Normal,Normal,CTA-Joy,Normal,2021-03-29 22:03:00,10,Atomos
2,High,26733,Normal,Normal,CTA-Joy,Normal,2021-03-29 22:31:00,10,ElAsesino
2,High,26734,Normal,Normal,CTA-Joy,Normal,2021-03-29 23:02:00,8,aTreYu
2,High,26735,Normal,Normal,CTA-Joy,Normal,2021-03-30 00:11:00,8,aTreYu
2,High,26736,Normal,Normal,CTA-Joy,Normal,2021-03-30 00:44:00,6,aTreYu
2,High,26737,Normal,Normal,CTA-Joy,Normal,2021-03-30 01:51:00,4,aTreYu
2,High,26738,Normal,Normal,CTA-Joy,Normal,2021-03-30 02:22:00,4,aTreYu
2,High,26739,Normal,Normal,CTA-Joy,Normal,2021-03-30 21:00:00,8,aTreYu
2,High,26740,Normal,Normal,CTA-Joy,Normal,2021-03-30 21:24:00,8,risky
2,High,26741,Normal,Normal,CTA-Joy,Normal,2021-03-30 21:51:00,10,aTreYu
2,High,26742,Normal,Normal,CTA-Joy,Normal,2021-03-30 22:24:00,8,aTreYu
2,High,26743,Normal,Normal,CTA-Joy,Normal,2021-03-30 22:55:00,10,aTreYu
2,High,26744,Normal,Normal,CTA-Joy,Normal,2021-03-30 23:23:00,10,aTreYu
2,High,26745,Normal,Normal,CTA-Joy,Normal,2021-03-31 00:07:00,6,aTreYu
1,High,26746,Normal,Normal,CTA-Joy-FFA,Normal,2021-03-31 00:42:00,5,aTreYu
2,High,26747,Normal,Normal,CTA-Joy,Normal,2021-03-31 01:25:00,8,aTreYu
2,High,26748,Normal,Normal,CTA-Joy,Normal,2021-03-31 02:01:00,8,aTreYu
,High,26749,Normal,Normal,CTA-Joy,Normal,2021-03-31 02:41:00,8,aTreYu
2,High,26750,Normal,Normal,CTA-Joy,Normal,2021-03-31 21:19:00,8,Venture
2,High,26751,Normal,Normal,CTA-Joy,Normal,2021-03-31 21:48:00,10,Venture
2,High,26752,Normal,Normal,CTA-Joy,Normal,2021-03-31 22:45:00,8,aTreYu
2,High,26753,Normal,Normal,CTA-Joy,Normal,2021-03-31 23:18:00,8,aTreYu
2,High,26754,Normal,Normal,CTA-Joy,Normal,2021-03-31 23:54:00,8,aTreYu
1,High,26755,Normal,Normal,CTA-Joy-FFA,Normal,2021-04-01 01:02:00,3,aTreYu
2,High,26756,Normal,Normal,CTA-Joy,Normal,2021-04-01 21:37:00,8,ElAsesino
2,High,26757,Normal,Normal,CTA-Joy,Normal,2021-04-01 21:59:00,8,Venture
2,High,26758,Normal,Normal,CTA-Joy,Normal,2021-04-01 22:23:00,8,aTreYu
2,High,26759,Normal,Normal,CTA-Joy,Normal,2021-04-01 22:45:00,8,Goobs
2,High,26760,Normal,Normal,CTA-Joy,Normal,2021-04-01 23:16:00,6,aTreYu
2,High,26761,Normal,Normal,CTA-Joy,Normal,2021-04-01 23:54:00,4,aTreYu
2,Very High,26762,High,Very High,HecticMatrix,Normal,2021-04-02 00:25:00,4,aTreYu
2,High,26763,Normal,Normal,CTA-Joy,Normal,2021-04-02 21:19:00,6,ElAsesino
2,High,26764,Normal,Normal,CTA-Joy,Normal,2021-04-02 21:48:00,8,Venture
2,High,26765,Normal,Normal,CTA-Joy,Normal,2021-04-02 22:13:00,10,pcklm
2,High,26766,Normal,Normal,CTA-Joy,Normal,2021-04-02 22:38:00,10,Goobs
2,High,26767,Normal,Normal,CTA-Joy,Normal,2021-04-02 23:02:00,8,ElAsesino
2,High,26768,Normal,Normal,CTA-Joy,Normal,2021-04-02 23:37:00,8,aTreYu
2,High,26769,Normal,Normal,CTA-Joy,Normal,2021-04-03 00:04:00,10,aTreYu
2,High,26770,Normal,Normal,CTA-Joy,Normal,2021-04-03 00:31:00,10,aTreYu
2,High,26771,Normal,Normal,CTA-Joy,Normal,2021-04-03 00:58:00,8,aTreYu
2,High,26772,Normal,Normal,CTA-Joy,Normal,2021-04-03 01:26:00,6,Referee
2,High,26773,Normal,Normal,CTA-Joy,Normal,2021-04-03 21:08:00,8,ElAsesino
2,High,26774,Normal,Normal,CTA-Joy,Normal,2021-04-03 21:41:00,10,pcklm
2,High,26775,Normal,Normal,CTA-Joy,Normal,2021-04-03 22:04:00,8,risky
2,High,26776,Normal,Normal,CTA-Joy,Normal,2021-04-03 22:34:00,8,pcklm
2,High,26777,Normal,Normal,CTA-Joy,Normal,2021-04-04 02:10:00,8,aTreYu
2,High,26778,Normal,Normal,CTA-Joy,Normal,2021-04-04 02:34:00,6,aTreYu
2,High,26779,Normal,Normal,CTA-Joy,Normal,2021-04-04 03:09:00,6,aTreYu
2,High,26780,Normal,Normal,CTA-Joy,Normal,2021-04-04 21:20:00,8,risky
2,High,26781,Normal,Normal,CTA-Joy,Normal,2021-04-04 21:45:00,8,Goobs
2,High,26782,Normal,Normal,CTA-Joy,Normal,2021-04-04 22:18:00,10,Goobs
2,High,26783,Normal,Normal,CTA-Joy,Normal,2021-04-04 22:42:00,8,Venture
2,High,26784,Normal,Normal,CTA-Joy,Normal,2021-04-05 22:16:00,6,pcklm
2,High,26785,Normal,Normal,CTA-Joy,Normal,2021-04-05 22:45:00,8,pcklm
2,High,26786,Normal,Normal,CTA-Joy,Normal,2021-04-05 23:21:00,10,pcklm
2,High,26787,Normal,Normal,CTA-Joy,Normal,2021-04-05 23:55:00,10,pcklm
2,High,26788,Normal,Normal,CTA-Joy,Normal,2021-04-06 21:30:00,8,aTreYu
2,High,26789,Normal,Normal,CTA-Joy,Normal,2021-04-06 22:04:00,6,ElAsesino
2,High,26790,Normal,Normal,CTA-Joy,Normal,2021-04-06 22:52:00,6,aTreYu
,,26791,,,,,,,
2,High,26792,Normal,Normal,CTA-Joy,Normal,2021-04-06 22:55:00,8,aTreYu
2,High,26793,Normal,Normal,CTA-Joy,Normal,2021-04-06 23:42:00,8,Venture
2,High,26794,Normal,Normal,CTA-Joy,Normal,2021-04-07 00:07:00,10,Venture
2,High,26795,Normal,Normal,CTA-Joy,Normal,2021-04-07 21:38:00,10,aTreYu
2,High,26796,Normal,Normal,CTA-Joy,Normal,2021-04-07 22:10:00,10,Venture
2,High,26797,Normal,Normal,CTA-Joy,Normal,2021-04-07 22:28:00,8,aTreYu
2,High,26798,Normal,Normal,CTA-Joy,Normal,2021-04-07 22:54:00,8,aTreYu
2,High,26799,Normal,Normal,CTA-Joy,Normal,2021-04-07 23:37:00,8,aTreYu
2,High,26800,Normal,Normal,CTA-Joy,Normal,2021-04-08 00:05:00,6,aTreYu
2,High,26801,Normal,Normal,CTA-Joy,Normal,2021-04-08 00:32:00,8,aTreYu
2,High,26802,Normal,Normal,CTA-Joy,Normal,2021-04-08 01:06:00,6,aTreYu
2,High,26803,Normal,Normal,CTA-Joy,Normal,2021-04-08 21:39:00,8,ElAsesino
2,High,26804,Normal,Normal,CTA-Joy,Normal,2021-04-08 22:22:00,8,ElAsesino
2,High,26805,Normal,Normal,CTA-Joy,Normal,2021-04-09 20:36:00,6,ElAsesino
2,High,26806,Normal,Normal,CTA-Joy,Normal,2021-04-09 21:03:00,6,ElAsesino
2,High,26807,Normal,Normal,CTA-Joy,Normal,2021-04-09 21:34:00,6,aTreYu
2,High,26808,Normal,Normal,CTA-Joy,Normal,2021-04-09 22:03:00,8,aTreYu
2,High,26809,Normal,Normal,CTA-Joy,Normal,2021-04-09 22:34:00,8,ElAsesino
2,High,26810,Normal,Normal,CTA-Joy,Normal,2021-04-09 23:08:00,10,aTreYu
2,High,26811,Normal,Normal,CTA-Joy,Normal,2021-04-09 23:46:00,4,aTreYu
,,26812,,,,,,,
,High,26813,Normal,Normal,CTA-Joy,Normal,2021-04-10 00:19:00,8,aTreYu
2,High,26814,Normal,Normal,CTA-Joy,Normal,2021-04-10 00:39:00,8,southpaw
2,High,26815,Normal,Normal,CTA-Joy,Normal,2021-04-10 01:02:00,10,southpaw
2,High,26816,Normal,Normal,CTA-Joy,Normal,2021-04-10 01:23:00,8,southpaw
,,26817,,,,,,,
2,High,26818,Normal,Normal,CTA-Joy,Normal,2021-04-10 01:50:00,8,southpaw
2,High,26819,Normal,Normal,CTA-Joy,Normal,2021-04-10 02:13:00,8,southpaw
2,High,26820,Normal,Normal,CTA-Joy,Normal,2021-04-10 02:45:00,4,southpaw
2,High,26821,Normal,Normal,CTA-Joy,Normal,2021-04-10 03:08:00,4,southpaw
2,High,26822,Normal,Normal,CTA-Joy,Normal,2021-04-10 20:57:00,8,ElAsesino
2,High,26823,Normal,Normal,CTA-Joy,Normal,2021-04-10 21:22:00,8,Goobs
2,High,26824,Normal,Normal,CTA-Joy,Normal,2021-04-10 21:37:00,6,ElAsesino
2,High,26825,Normal,Normal,CTA-Joy,Normal,2021-04-11 00:04:00,6,aTreYu
2,High,26826,Normal,Normal,CTA-Joy,Normal,2021-04-11 00:36:00,8,aTreYu
2,High,26827,Normal,Normal,CTA-Joy,Normal,2021-04-11 20:35:00,6,aTreYu
2,High,26828,Normal,Normal,CTA-Joy,Normal,2021-04-11 22:11:00,6,aTreYu
2,High,26829,Normal,Normal,CTA-Joy,Normal,2021-04-11 22:33:00,8,southpaw
2,High,26830,Normal,Normal,CTA-Joy,Normal,2021-04-11 23:12:00,8,southpaw
2,High,26831,Normal,Normal,CTA-Joy,Normal,2021-04-11 23:39:00,8,southpaw
2,High,26832,Normal,Normal,CTA-Joy,Normal,2021-04-12 00:06:00,8,southpaw
,High,26833,Normal,Normal,CTA-Joy,Normal,2021-04-12 00:21:00,10,southpaw
2,High,26834,Normal,Normal,CTA-Joy,Normal,2021-04-12 00:48:00,6,southpaw
2,High,26835,Normal,Normal,CTA-Joy,Normal,2021-04-12 01:13:00,6,aTreYu
2,High,26836,Normal,Normal,CTA-Joy,Normal,2021-04-12 01:43:00,6,aTreYu
2,High,26837,Normal,Normal,CTA-Joy,Normal,2021-04-12 02:13:00,8,aTreYu
2,High,26838,Normal,Normal,CTA-Joy,Normal,2021-04-12 21:46:00,6,aTreYu
2,High,26839,Normal,Normal,CTA-Joy,Normal,2021-04-12 22:07:00,8,aTreYu
2,High,26840,Normal,Normal,CTA-Joy,Normal,2021-04-12 22:23:00,8,aTreYu
,,26841,,,,,,,
2,High,26842,Normal,Normal,CTA-Joy,Normal,2021-04-12 22:57:00,6,aTreYu
2,High,26843,Normal,Normal,CTA-Joy,Normal,2021-04-12 23:25:00,4,aTreYu
2,High,26844,Normal,Normal,CTA-Joy,Normal,2021-04-13 00:15:00,6,aTreYu
2,High,26845,Normal,Normal,CTA-Joy,Normal,2021-04-13 21:19:00,6,ElAsesino
2,High,26846,Normal,Normal,CTA-Joy,Normal,2021-04-13 21:56:00,10,Goobs
2,High,26847,Normal,Normal,CTA-Joy,Normal,2021-04-13 22:32:00,8,aTreYu
2,High,26848,Normal,Normal,CTA-Joy,Normal,2021-04-13 22:54:00,10,aTreYu
2,High,26849,Normal,Normal,CTA-Joy,Normal,2021-04-13 23:19:00,8,southpaw
2,High,26850,Normal,Normal,CTA-Joy,Normal,2021-04-13 23:46:00,8,aTreYu
2,High,26851,Normal,Normal,CTA-Joy,Normal,2021-04-14 00:19:00,6,aTreYu
2,High,26852,Normal,Normal,CTA-Joy,Normal,2021-04-14 00:45:00,6,aTreYu
2,High,26853,Normal,Normal,CTA-Joy,Normal,2021-04-14 21:43:00,8,Atomos
2,High,26854,Normal,Normal,CTA-Joy,Normal,2021-04-14 22:07:00,10,aTreYu
2,High,26855,Normal,Normal,CTA-Joy,Normal,2021-04-14 22:28:00,12,southpaw
,,26856,,,,,,,
2,Very High,26857,Normal,Normal,Money-Regen2.0,Assassin,2021-04-14 22:47:00,8,Venture
2,High,26858,Normal,Normal,CTA-GG_Remix,Normal,2021-04-14 23:03:00,6,aTreYu
2,High,26859,Normal,Normal,CTA-Slug,Normal,2021-04-14 23:23:00,8,southpaw
2,High,26860,Normal,Normal,CTA-Joy,Normal,2021-04-14 23:53:00,10,aTreYu
2,High,26861,Normal,Normal,CTA-Chirp,Normal,2021-04-15 00:34:00,6,southpaw
2,High,26862,Normal,Normal,CTA-Joy,Normal,2021-04-15 01:01:00,4,aTreYu
2,High,26863,Normal,Normal,CTA-Joy,Normal,2021-04-15 21:56:00,8,ElAsesino
2,High,26864,Normal,Normal,CTA-Joy,Normal,2021-04-15 22:21:00,8,ElAsesino
2,High,26865,Normal,Normal,CTA-Joy,Normal,2021-04-15 22:48:00,10,aTreYu
2,High,26866,Normal,Normal,CTA-Joy,Normal,2021-04-15 23:10:00,10,southpaw
2,High,26867,Normal,Normal,CTA-Joy,Normal,2021-04-15 23:32:00,10,aTreYu
2,High,26868,Normal,Normal,CTA-Joy,Normal,2021-04-15 23:57:00,10,southpaw
2,High,26869,Normal,Normal,CTA-Joy,Normal,2021-04-16 00:21:00,10,aTreYu
2,High,26870,Normal,Normal,CTA-Joy,Normal,2021-04-16 00:45:00,10,southpaw
2,Very High,26871,High,Normal,ZODIAC,Domination,2021-04-16 01:06:00,6,Venture
2,High,26872,Normal,Normal,CTA-Joy,Normal,2021-04-16 01:30:00,8,southpaw
2,High,26873,Normal,Normal,CTA-Joy,Normal,2021-04-16 01:52:00,8,southpaw
2,High,26874,Normal,Normal,CTA-Joy,Normal,2021-04-16 02:16:00,8,aTreYu
2,High,26875,Normal,Normal,CTA-Joy,Normal,2021-04-16 02:43:00,4,southpaw
2,High,26876,Normal,Normal,CTA-Joy,Normal,2021-04-16 22:40:00,6,aTreYu
1,Very High,26877,Normal,Normal,FFA-Crammed.0.2,Normal,2021-04-16 22:57:00,6,southpaw
2,High,26878,Normal,Normal,CTA-Joy,Normal,2021-04-16 23:20:00,8,Venture
,,26879,,,,,,,
2,High,26880,Normal,Normal,CTA-Joy,Normal,2021-04-16 23:40:00,10,Goobs
2,High,26881,Normal,Normal,CTA-Joy,Normal,2021-04-17 00:09:00,8,ElAsesino
2,High,26882,Normal,Normal,CTA-Joy,Normal,2021-04-17 00:39:00,8,ElAsesino
2,High,26883,Normal,Normal,CTA-Joy,Normal,2021-04-17 01:02:00,10,aTreYu
2,High,26884,Normal,Normal,CTA-Joy,Normal,2021-04-17 01:28:00,12,aTreYu
2,High,26885,Normal,Normal,CTA-Vice,Normal,2021-04-17 01:55:00,10,southpaw
2,High,26886,Normal,Normal,CTA-Insight,Normal,2021-04-17 02:28:00,8,southpaw
2,High,26887,Normal,Normal,CTA-Joy,Normal,2021-04-17 02:57:00,8,aTreYu
2,High,26888,Normal,Normal,CTA-Joy,Normal,2021-04-17 03:22:00,6,aTreYu
2,High,26889,Normal,Normal,CTA-Joy,Normal,2021-04-17 21:28:00,6,risky
2,High,26890,Normal,Normal,CTA-Joy,Normal,2021-04-17 22:02:00,8,Goobs
2,High,26891,Normal,Normal,CTA-Joy,Normal,2021-04-17 22:22:00,8,risky
2,High,26892,Normal,Normal,CTA-Joy,Normal,2021-04-17 23:05:00,8,Goobs
2,High,26893,Normal,Normal,CTA-Joy,Normal,2021-04-17 23:59:00,6,aTreYu
2,High,26894,Normal,Normal,CTA-Joy,Normal,2021-04-18 00:28:00,10,Goobs
2,High,26895,Normal,Normal,CTA-Joy,Normal,2021-04-18 00:55:00,10,Goobs
2,High,26896,Normal,Normal,CTA-Joy,Normal,2021-04-18 22:42:00,6,Venture
2,High,26897,Normal,Normal,CTA-Joy,Normal,2021-04-18 23:16:00,8,ElAsesino
2,High,26898,Normal,Normal,CTA-Joy,Normal,2021-04-18 23:44:00,8,ElAsesino
2,High,26899,Normal,Normal,CTA-Joy,Normal,2021-04-19 00:10:00,8,ElAsesino
2,High,26900,Normal,Normal,CTA-Joy,Normal,2021-04-19 00:36:00,8,Venture
2,High,26901,Normal,Normal,CTA-Joy,Normal,2021-04-19 01:32:00,8,aTreYu
2,High,26902,Normal,Normal,CTA-Joy,Normal,2021-04-19 21:29:00,6,ElAsesino
2,High,26903,Normal,Normal,CTA-Joy,Normal,2021-04-19 21:52:00,10,Venture
2,High,26904,Normal,Normal,CTA-Joy,Normal,2021-04-19 22:19:00,10,Pcklm
2,High,26905,Normal,Normal,CTA-Joy,Normal,2021-04-19 22:32:00,10,Venture
2,Very High,26906,High,Normal,SmearUltimate,Normal,2021-04-19 23:07:00,14,aTreYu
2,High,26907,Normal,Normal,CTA-Joy,Normal,2021-04-19 23:40:00,8,tela
2,High,26908,Normal,Normal,CTA-Joy,Normal,2021-04-20 00:10:00,8,nipmaster9000
2,High,26909,Normal,Normal,CTA-Joy,Normal,2021-04-20 21:02:00,6,ElAsesino
2,High,26910,Normal,Normal,CTA-Joy,Normal,2021-04-20 21:28:00,6,ElAsesino
2,High,26911,Normal,Normal,CTA-Joy,Normal,2021-04-20 21:51:00,8,ElAsesino
2,High,26912,Normal,Normal,CTA-Joy,Normal,2021-04-20 22:18:00,8,nipmaster9000
2,High,26913,Normal,Normal,CTA-Joy,Normal,2021-04-20 22:53:00,8,southpaw
2,High,26914,Normal,Normal,CTA-Joy,Normal,2021-04-20 23:26:00,8,nipmaster9000
2,High,26915,Normal,Normal,CTA-Joy,Normal,2021-04-21 21:35:00,8,ElAsesino
2,High,26916,Normal,Normal,CTA-Joy,Normal,2021-04-21 22:03:00,10,ElAsesino
2,High,26917,Normal,Normal,CTA-Joy,Normal,2021-04-21 22:26:00,8,southpaw
2,High,26918,Normal,Normal,CTA-Joy,Normal,2021-04-21 22:48:00,8,southpaw
2,High,26919,Normal,Normal,CTA-Joy,Normal,2021-04-21 23:17:00,10,aTreYu
2,High,26920,Normal,Normal,CTA-Joy,Normal,2021-04-21 23:40:00,8,ElAsesino
2,High,26921,Normal,Normal,CTA-Joy,Normal,2021-04-22 00:04:00,8,tela
2,High,26922,Normal,Normal,CTA-Joy,Normal,2021-04-22 00:30:00,6,aTreYu
2,High,26923,Normal,Normal,CTA-Joy,Normal,2021-04-22 21:24:00,6,ElAsesino
2,High,26924,Normal,Normal,CTA-Joy,Normal,2021-04-22 22:10:00,6,ElAsesino
2,High,26925,Normal,Normal,CTA-Joy,Normal,2021-04-22 22:41:00,10,pcklm
2,High,26926,Normal,Normal,CTA-Joy,Normal,2021-04-22 23:36:00,6,ElAsesino
2,High,26927,Normal,Normal,CTA-Joy,Normal,2021-04-23 00:05:00,8,tela
2,High,26928,Normal,Normal,CTA-Joy,Normal,2021-04-23 00:53:00,4,tela
2,High,26929,Normal,Normal,CTA-Joy,Normal,2021-04-23 01:30:00,8,aTreYu
2,High,26930,Normal,Normal,CTA-Joy,Normal,2021-04-23 22:25:00,8,risky
2,High,26931,Normal,Normal,CTA-Joy,Normal,2021-04-23 22:56:00,8,ElAsesino
2,High,26932,Normal,Normal,CTA-Joy,Normal,2021-04-24 00:45:00,6,nipmaster9000
2,High,26933,Normal,Normal,CTA-Joy,Normal,2021-04-24 01:12:00,6,Venture
2,High,26934,Normal,Normal,CTA-Joy,Normal,2021-04-24 01:46:00,6,Venture
2,High,26935,Normal,Normal,CTA-Joy,Normal,2021-04-24 02:28:00,6,Venture
2,High,26936,Normal,Normal,CTA-Joy,Normal,2021-04-24 21:17:00,10,Referee
2,High,26937,Normal,Normal,CTA-Joy,Normal,2021-04-24 22:07:00,8,ElAsesino
2,High,26938,Normal,Normal,CTA-Joy,Normal,2021-04-25 20:18:00,8,aTreYu
2,High,26939,Normal,Normal,CTA-Joy,Normal,2021-04-25 20:39:00,8,aTreYu
2,High,26940,Normal,Normal,CTA-Joy,Normal,2021-04-25 21:11:00,8,Venture
2,High,26941,Normal,Normal,CTA-Joy,Normal,2021-04-25 21:22:00,10,ElAsesino
2,High,26942,Normal,Normal,CTA-Joy,Normal,2021-04-25 21:47:00,10,Goobs
2,High,26943,Normal,Normal,CTA-Joy,Normal,2021-04-25 22:21:00,10,ElAsesino
2,High,26944,Normal,Normal,CTA-Joy,Normal,2021-04-25 22:50:00,8,aTreYu
2,High,26945,Normal,Normal,CTA-Joy,Normal,2021-04-26 22:04:00,8,Referee
2,High,26946,Normal,Normal,CTA-Joy,Normal,2021-04-26 22:41:00,8,Goobs
2,High,26947,Normal,Normal,CTA-Joy,Normal,2021-04-26 23:14:00,8,Venture
2,High,26948,Normal,Normal,CTA-Joy,Normal,2021-04-27 00:08:00,6,bigdaddy
2,High,26949,Normal,Normal,CTA-Joy,Normal,2021-04-27 00:33:00,6,bigdaddy
,Very High,26950,Normal,Normal,FFA-Crammed.0.2,Normal,2021-04-27 21:53:00,5,southpaw
2,High,26951,Normal,Normal,CTA-Joy,Normal,2021-04-27 22:17:00,8,Venture
2,High,26952,Normal,Normal,CTA-Joy,Normal,2021-04-27 22:54:00,8,Venture
2,High,26953,Normal,Normal,CTA-Joy,Normal,2021-04-27 23:18:00,10,Venture
2,High,26954,Normal,Normal,CTA-Joy,Normal,2021-04-28 00:09:00,8,southpaw
2,High,26955,Normal,Normal,CTA-Joy,Normal,2021-04-28 00:32:00,10,aTreYu
2,High,26956,Normal,Normal,CTA-Joy,Normal,2021-04-28 01:05:00,8,aTreYu
2,High,26957,Normal,Normal,CTA-Joy,Normal,2021-04-28 01:34:00,6,aTreYu
2,High,26958,Normal,Normal,CTA-Joy,Normal,2021-04-28 02:01:00,6,aTreYu
2,High,26959,Normal,Normal,CTA-Joy,Normal,2021-04-28 02:37:00,4,aTreYu
2,High,26960,Normal,Normal,CTA-Joy,Normal,2021-04-28 22:01:00,6,Venture
2,High,26961,Normal,Normal,CTA-Joy,Normal,2021-04-28 22:33:00,6,tela
2,High,26962,Normal,Normal,CTA-Joy,Normal,2021-04-29 21:54:00,6,ElAsesino
2,High,26963,Normal,Normal,CTA-Joy,Normal,2021-04-29 22:30:00,8,ElAsesino
2,High,26964,Normal,Normal,CTA-Joy,Normal,2021-04-29 23:02:00,8,ElAsesino
2,High,26965,Normal,Normal,CTA-Joy,Normal,2021-04-29 23:27:00,8,ElAsesino
2,High,26966,Normal,Normal,CTA-Joy,Normal,2021-04-30 00:00:00,8,aTreYu
1,Very High,26967,Normal,Normal,FFA-Crammed.0.2,Normal,2021-04-30 23:34:00,7,southpaw
2,High,26968,Normal,Normal,CTA-Joy,Normal,2021-05-01 00:05:00,8,aTreYu
2,High,26969,Normal,Normal,CTA-Joy,Normal,2021-05-01 00:28:00,8,southpaw
2,High,26970,Normal,Normal,CTA-Joy,Normal,2021-05-01 01:08:00,6,aTreYu
2,High,26971,Normal,Normal,CTA-Joy,Normal,2021-05-01 01:35:00,6,southpaw
2,High,26972,Normal,Normal,Crowded.1,Normal,2021-05-01 02:02:00,6,southpaw
2,High,26973,High,Normal,CTA-Entice,Normal,2021-05-01 02:29:00,4,southpaw
1,Very High,26974,Normal,Normal,FFA-Crammed.0.2,Normal,2021-05-01 21:06:00,6,aTreYu
2,High,26975,Normal,Normal,CTA-Joy,Normal,2021-05-01 22:43:00,6,aTreYu
2,High,26976,Normal,Normal,CTA-Joy,Normal,2021-05-01 23:12:00,6,aTreYu
2,High,26977,Normal,Normal,CTA-Joy,Normal,2021-05-01 23:39:00,8,southpaw
2,Recharge Rate:,26978,Laser Damage:,Special Damage:,FFA-CrammedFoW,Normal,2021-05-02 00:11:00,7,aTreYu
2,High,26979,High,Normal,CTA-Entice,Normal,2021-05-02 00:33:00,6,southpaw
2,High,26980,Normal,Normal,CTA-Joy,Normal,2021-05-02 00:57:00,8,southpaw
2,High,26981,Normal,Normal,CTA-Joy,Normal,2021-05-02 01:27:00,4,southpaw
2,High,26982,Normal,Normal,CTA-Joy,Normal,2021-05-02 21:02:00,6,Referee
2,High,26983,Normal,Normal,CTA-Joy,Normal,2021-05-02 21:30:00,6,ElAsesino
2,High,26984,Normal,Normal,CTA-Joy,Normal,2021-05-02 21:59:00,8,risky
2,High,26985,Normal,Normal,CTA-Joy,Normal,2021-05-03 00:23:00,6,nipmaster9000
2,High,26986,Normal,Normal,CTA-Joy,Normal,2021-05-03 22:02:00,6,ElAsesino
1,Very High,26987,Normal,Normal,FFA-Crammed.0.2,Normal,2021-05-03 22:42:00,7,ElAsesino
2,High,26988,Normal,Normal,CTA-Joy,Normal,2021-05-03 23:20:00,6,ElAsesino
2,High,26989,Normal,Normal,CTA-Joy,Normal,2021-05-03 23:45:00,10,nipmaster9000
2,High,26990,Normal,Normal,CTA-Joy,Normal,2021-05-04 00:04:00,8,nipmaster9000
1,Very High,26991,Normal,Normal,FFA-Crammed.0.2,Normal,2021-05-04 00:27:00,9,ElAsesino
2,High,26992,Normal,Normal,CTA-Joy,Normal,2021-05-04 01:14:00,10,nipmaster9000
2,High,26993,Normal,Normal,CTA-Joy,Normal,2021-05-04 01:45:00,6,nipmaster9000
2,High,26994,Normal,Normal,CTA-Joy,Normal,2021-05-04 02:12:00,6,nipmaster9000
1,Very High,26995,Normal,Normal,FFA-Crammed.0.2,Normal,2021-05-04 21:53:00,7,ElAsesino
2,High,26996,Normal,Normal,CTA-Joy,Normal,2021-05-04 22:20:00,6,nipmaster9000
2,High,26997,Normal,Normal,CTA-Joy,Normal,2021-05-04 22:44:00,8,nipmaster9000
2,High,26998,Normal,Normal,CTA-Joy,Normal,2021-05-04 23:12:00,6,nipmaster9000
2,High,26999,Normal,Normal,CTA-Joy,Normal,2021-05-04 23:36:00,10,southpaw
2,High,27000,Normal,Normal,CTA-Joy,Normal,2021-05-05 00:03:00,8,southpaw
2,High,27001,Normal,Normal,CTA-Joy,Normal,2021-05-05 00:41:00,10,southpaw
2,High,27002,Normal,Normal,CTA-Joy,Normal,2021-05-05 01:32:00,10,nipmaster9000
2,High,27003,Normal,Normal,CTA-Joy,Normal,2021-05-05 01:33:00,10,nipmaster9000
2,High,27004,Normal,Normal,CTA-Joy,Normal,2021-05-05 02:05:00,8,southpaw
1,Very High,27005,Normal,Normal,FFA-Crammed.0.2,Normal,2021-05-05 21:45:00,3,aTreYu
2,High,27006,Normal,Normal,CTA-Joy,Normal,2021-05-05 22:14:00,8,aTreYu
2,High,27007,Normal,Normal,CTA-Joy,Normal,2021-05-05 22:37:00,10,ElAsesino
2,High,27008,Normal,Normal,CTA-Joy,Normal,2021-05-05 23:00:00,8,southpaw
2,High,27009,Normal,Normal,CTA-Joy,Normal,2021-05-05 23:27:00,8,southpaw
2,High,27010,Normal,Normal,CTA-Joy,Normal,2021-05-05 23:56:00,8,aTreYu
2,High,27011,Normal,Normal,CTA-Joy,Normal,2021-05-06 22:07:00,8,risky
2,High,27012,Normal,Normal,CTA-Joy,Normal,2021-05-06 22:41:00,8,aTreYu
2,High,27013,Normal,Normal,CTA-Joy,Normal,2021-05-06 22:56:00,8,Goobs
2,High,27014,Normal,Normal,CTA-Joy,Normal,2021-05-06 23:23:00,8,aTreYu
2,High,27015,Normal,Normal,CTA-Joy,Normal,2021-05-07 00:06:00,8,aTreYu
